order_item_id,order_id,sku,quantity,unit_price,created_at
OI-000079,ORD-000031,SKU-0012,3,222.04,2026-02-26 19:56:23
OI-000080,ORD-000032,SKU-0030,1,279.87,2025-10-04 07:23:47
OI-000081,ORD-000032,SKU-0028,1,212.54,2025-10-04 07:23:47
OI-000082,ORD-000032,SKU-0018,2,77.63,2025-10-04 07:23:47
OI-000083,ORD-000032,SKU-0021,2,75.41,2025-10-04 07:23:47
OI-000084,ORD-000033,SKU-0032,2,50.86,2026-06-17 15:34:38
OI-000085,ORD-000034,SKU-0018,1,77.63,2026-06-08 10:55:49
OI-000086,ORD-000034,SKU-0001,1,87.17,2026-06-08 10:55:49
OI-000087,ORD-000034,SKU-0013,3,21.86,2026-06-08 10:55:49
OI-000088,ORD-000035,SKU-0029,1,7.31,2026-07-03 22:24:37
OI-000089,ORD-000035,SKU-0002,2,135.72,2026-07-03 22:24:37
OI-000090,ORD-000035,SKU-0006,3,260.07,2026-07-03 22:24:37
OI-000091,ORD-000035,SKU-0019,1,128.67,2026-07-03 22:24:37
OI-000092,ORD-000036,SKU-0023,2,7.75,2026-04-22 18:38:46
OI-000093,ORD-000036,SKU-0030,2,279.87,2026-04-22 18:38:46
OI-000094,ORD-000036,SKU-0018,1,77.63,2026-04-22 18:38:46
OI-000095,ORD-000037,SKU-0013,3,21.86,2026-06-29 09:35:11
OI-000096,ORD-000037,SKU-0014,2,276.22,2026-06-29 09:35:11
OI-000097,ORD-000038,SKU-0007,1,116.8,2026-08-04 07:04:52
OI-000098,ORD-000038,SKU-0013,2,-99.0,2026-08-04 07:04:52
OI-000099,ORD-000038,SKU-0019,1,128.67,2026-08-04 07:04:52
OI-000100,ORD-000039,SKU-0019,3,128.67,2025-07-21 03:21:03
OI-000101,ORD-000040,SKU-0031,1,83.02,2026-07-29 20:05:22
OI-000102,ORD-000040,SKU-0029,1,7.31,2026-07-29 20:05:22
OI-000103,ORD-000040,SKU-0022,2,139.88,2026-07-29 20:05:22
OI-000104,ORD-000041,SKU-0004,1,251.63,2026-05-30 12:50:11
OI-000105,ORD-000042,SKU-0008,3,278.32,2026-08-06 04:11:28
OI-000106,ORD-000042,SKU-0027,3,89.07,2026-08-06 04:11:28
OI-000107,ORD-000043,SKU-0028,3,212.54,2025-12-20 02:53:50
OI-000108,ORD-000043,SKU-0020,3,98.33,2025-12-20 02:53:50
OI-000109,ORD-000043,SKU-0004,1,251.63,2025-12-20 02:53:50
OI-000110,ORD-000044,SKU-0016,3,25.21,2026-05-13 07:13:51
OI-000111,ORD-000044,SKU-0012,1,222.04,2026-05-13 07:13:51
OI-000112,ORD-000045,SKU-0003,3,33.88,2026-02-22 00:29:09
OI-000113,ORD-000045,SKU-0015,2,288.43,2026-02-22 00:29:09
OI-000114,ORD-000045,SKU-0019,3,128.67,2026-02-22 00:29:09
OI-000115,ORD-000046,SKU-0028,3,212.54,2026-05-21 07:57:23
OI-000116,ORD-000046,SKU-0008,1,278.32,2026-05-21 07:57:23
OI-000117,ORD-000047,SKU-0020,2,98.33,2025-07-02 06:03:34
OI-000118,ORD-000047,SKU-0019,1,128.67,2025-07-02 06:03:34
OI-000119,ORD-000048,SKU-0029,3,7.31,2026-07-01 09:36:34
OI-000120,ORD-000048,SKU-0006,2,260.07,2026-07-01 09:36:34
OI-000121,ORD-000048,SKU-0003,3,33.88,2026-07-01 09:36:34
OI-000122,ORD-000048,SKU-0028,2,212.54,2026-07-01 09:36:34
OI-000123,ORD-000049,SKU-0018,3,77.63,2025-06-29 07:37:54
OI-000124,ORD-000050,SKU-0012,1,222.04,2026-05-08 16:01:33
OI-000125,ORD-000050,SKU-0028,2,212.54,2026-05-08 16:01:33
OI-000126,ORD-000050,SKU-0032,2,50.86,2026-05-08 16:01:33
OI-000127,ORD-000051,SKU-0027,3,89.07,2026-06-03 18:48:07
OI-000128,ORD-000051,SKU-0032,2,50.86,2026-06-03 18:48:07
OI-000129,ORD-000051,SKU-0019,3,128.67,2026-06-03 18:48:07
OI-000130,ORD-000052,SKU-0033,1,216.7,2026-07-01 23:13:13
OI-000131,ORD-000052,SKU-0001,1,87.17,2026-07-01 23:13:13
OI-000132,ORD-000052,SKU-0030,3,279.87,2026-07-01 23:13:13
OI-000133,ORD-000052,SKU-0027,2,89.07,2026-07-01 23:13:13
OI-000134,ORD-000053,SKU-0018,2,77.63,2026-07-30 17:00:46
OI-000135,ORD-000053,SKU-0009,2,129.79,2026-07-30 17:00:46
OI-000136,ORD-000054,SKU-0011,3,92.53,2026-08-14 19:27:54
OI-000137,ORD-000054,SKU-0020,1,98.33,2026-08-14 19:27:54
OI-000138,ORD-000055,SKU-0030,1,279.87,2026-07-02 06:21:00
OI-000139,ORD-000056,SKU-0027,2,89.07,2025-07-06 02:55:32
OI-000140,ORD-000056,SKU-0031,3,83.02,2025-07-06 02:55:32
OI-000141,ORD-000056,SKU-0016,1,25.21,2025-07-06 02:55:32
OI-000142,ORD-000057,SKU-0018,2,77.63,2026-03-07 10:14:08
OI-000143,ORD-000058,SKU-0032,3,50.86,2026-03-14 19:40:30
OI-000144,ORD-000058,SKU-0010,2,200.25,2026-03-14 19:40:30
OI-000145,ORD-000058,SKU-0029,2,7.31,2026-03-14 19:40:30
OI-000146,ORD-000059,SKU-0016,1,25.21,2026-04-18 03:14:42
OI-000147,ORD-000059,SKU-0025,2,154.24,2026-04-18 03:14:42
OI-000148,ORD-000060,SKU-0025,1,154.24,2026-06-05 10:23:13
OI-000149,ORD-000060,SKU-0010,3,200.25,2026-06-05 10:23:13
OI-000150,ORD-000060,SKU-0032,3,50.86,2026-06-05 10:23:13
OI-000151,ORD-000060,SKU-0003,2,33.88,2026-06-05 10:23:13
OI-000152,ORD-000061,SKU-0010,2,200.25,2026-01-03 23:32:37
OI-000153,ORD-000062,SKU-0022,2,139.88,2026-08-07 07:04:55
OI-000154,ORD-000062,SKU-0026,3,264.85,2026-08-07 07:04:55
OI-000155,ORD-000062,SKU-0006,3,260.07,2026-08-07 07:04:55
OI-000156,ORD-000063,SKU-0005,1,54.06,2026-04-25 09:06:51
OI-000157,ORD-000064,SKU-0007,1,116.8,2026-07-31 13:56:09
OI-000158,ORD-000064,SKU-0029,1,-99.0,2026-07-31 13:56:09
OI-000159,ORD-000064,SKU-0011,2,92.53,2026-07-31 13:56:09
OI-000160,ORD-000064,SKU-0020,1,98.33,2026-07-31 13:56:09
OI-000161,ORD-000065,SKU-0012,3,222.04,2026-06-27 17:35:05
OI-000162,ORD-000065,SKU-0011,3,92.53,2026-06-27 17:35:05
OI-000163,ORD-000065,SKU-0006,1,260.07,2026-06-27 17:35:05
OI-000164,ORD-000065,SKU-0025,2,154.24,2026-06-27 17:35:05
OI-000165,ORD-000066,SKU-0001,3,-5.0,2025-11-01 07:11:51
OI-000166,ORD-000066,SKU-0030,3,279.87,2025-11-01 07:11:51
OI-000167,ORD-000066,SKU-0019,1,128.67,2025-11-01 07:11:51
OI-000168,ORD-000067,SKU-0017,2,124.11,2026-06-06 16:58:33
OI-000169,ORD-000067,SKU-0030,2,279.87,2026-06-06 16:58:33
OI-000170,ORD-000067,SKU-0020,1,98.33,2026-06-06 16:58:33
OI-000171,ORD-000067,SKU-0013,1,21.86,2026-06-06 16:58:33
OI-000172,ORD-000068,SKU-0002,1,135.72,2026-08-02 12:19:27
OI-000173,ORD-000068,SKU-0026,3,264.85,2026-08-02 12:19:27
OI-000174,ORD-000068,SKU-0018,3,77.63,2026-08-02 12:19:27
OI-000175,ORD-000069,SKU-0015,3,288.43,2026-08-07 23:40:48
OI-000176,ORD-000069,SKU-0023,2,7.75,2026-08-07 23:40:48
OI-000177,ORD-000069,SKU-0013,3,21.86,2026-08-07 23:40:48
OI-000178,ORD-000070,SKU-0020,2,98.33,2026-08-08 22:52:40
OI-000179,ORD-000071,SKU-0021,1,75.41,2026-07-26 04:35:15
OI-000180,ORD-000071,SKU-0027,1,89.07,2026-07-26 04:35:15
OI-000181,ORD-000071,SKU-0012,3,222.04,2026-07-26 04:35:15
OI-000182,ORD-000072,SKU-0017,2,124.11,2026-07-13 12:56:04
OI-000183,ORD-000072,SKU-0031,3,83.02,2026-07-13 12:56:04
OI-000184,ORD-000073,SKU-0026,1,264.85,2026-04-06 13:07:57
OI-000185,ORD-000073,SKU-0024,2,298.85,2026-04-06 13:07:57
OI-000186,ORD-000074,SKU-0025,3,154.24,2025-08-13 20:05:57
OI-000187,ORD-000074,SKU-0024,1,298.85,2025-08-13 20:05:57
OI-000188,ORD-000074,SKU-0007,2,116.8,2025-08-13 20:05:57
OI-000189,ORD-000075,SKU-0030,3,279.87,2026-08-13 14:21:57
OI-000190,ORD-000076,SKU-0032,1,50.86,2026-05-23 06:47:34
OI-000191,ORD-000076,SKU-0008,3,278.32,2026-05-23 06:47:34
OI-000192,ORD-000076,SKU-0007,1,116.8,2026-05-23 06:47:34
OI-000193,ORD-000077,SKU-0010,-3,200.25,2026-06-17 13:53:04
OI-000194,ORD-000077,SKU-0027,2,89.07,2026-06-17 13:53:04
OI-000195,ORD-000077,SKU-0007,2,116.8,2026-06-17 13:53:04
OI-000196,ORD-000077,SKU-0032,1,50.86,2026-06-17 13:53:04
OI-000197,ORD-000078,SKU-0007,-3,116.8,2026-03-29 07:23:00
OI-000198,ORD-000078,SKU-0024,2,298.85,2026-03-29 07:23:00
OI-000199,ORD-000078,SKU-0023,2,7.75,2026-03-29 07:23:00
OI-000200,ORD-000079,SKU-0004,2,251.63,2026-04-18 03:55:45
OI-000201,ORD-000080,SKU-0014,2,276.22,2026-02-06 01:52:34
OI-000202,ORD-000080,SKU-0015,1,288.43,2026-02-06 01:52:34
OI-000203,ORD-000081,SKU-0017,1,124.11,2025-06-30 00:38:33
OI-000204,ORD-000081,SKU-0012,3,222.04,2025-06-30 00:38:33
OI-000205,ORD-000082,SKU-0021,1,-5.0,2025-12-06 00:21:58
OI-000206,ORD-000082,SKU-0002,2,135.72,2025-12-06 00:21:58
OI-000207,ORD-000083,SKU-0031,2,83.02,2025-09-26 06:39:27
OI-000208,ORD-000084,SKU-0003,2,33.88,2025-10-14 18:56:33
OI-000209,ORD-000084,SKU-0020,3,98.33,2025-10-14 18:56:33
OI-000210,ORD-000085,SKU-0032,3,50.86,2025-06-05 15:02:34
OI-000211,ORD-000086,SKU-0005,2,54.06,2026-06-22 15:53:28
OI-000212,ORD-000086,SKU-0009,3,129.79,2026-06-22 15:53:28
OI-000213,ORD-000087,SKU-0030,1,279.87,2026-05-15 15:47:31
OI-000214,ORD-000087,SKU-0033,3,216.7,2026-05-15 15:47:31
OI-000215,ORD-000087,SKU-0028,1,212.54,2026-05-15 15:47:31
OI-000216,ORD-000088,SKU-0028,1,212.54,2026-08-05 19:05:39
OI-000217,ORD-000088,SKU-0029,2,7.31,2026-08-05 19:05:39
OI-000218,ORD-000089,SKU-0021,3,75.41,2026-01-31 16:35:28
OI-000219,ORD-000089,SKU-0017,2,124.11,2026-01-31 16:35:28
OI-000220,ORD-000089,SKU-0024,1,298.85,2026-01-31 16:35:28
OI-000221,ORD-000089,SKU-0010,1,200.25,2026-01-31 16:35:28
OI-000222,ORD-000090,SKU-0009,3,129.79,2025-09-13 01:06:13
OI-000223,ORD-000090,SKU-0004,1,251.63,2025-09-13 01:06:13
OI-000224,ORD-000090,SKU-0022,2,139.88,2025-09-13 01:06:13
OI-000225,ORD-000091,SKU-0020,3,98.33,2026-07-24 23:40:36
OI-000226,ORD-000091,SKU-0023,3,7.75,2026-07-24 23:40:36
OI-000227,ORD-000091,SKU-0007,1,116.8,2026-07-24 23:40:36
OI-000228,ORD-000092,SKU-0008,2,278.32,2026-06-07 05:01:30
OI-000229,ORD-000092,SKU-0018,3,77.63,2026-06-07 05:01:30
OI-000230,ORD-000092,SKU-0015,3,288.43,2026-06-07 05:01:30
OI-000231,ORD-000093,SKU-0002,3,135.72,2026-06-29 01:41:26
OI-000232,ORD-000093,SKU-0012,2,222.04,2026-06-29 01:41:26
OI-000233,ORD-000093,SKU-0018,2,77.63,2026-06-29 01:41:26
OI-000234,ORD-000094,SKU-0005,3,54.06,2025-11-10 23:09:49
OI-000235,ORD-000094,SKU-0010,3,200.25,2025-11-10 23:09:49
OI-000236,ORD-000094,SKU-0002,1,135.72,2025-11-10 23:09:49
OI-000237,ORD-000094,SKU-0006,2,260.07,2025-11-10 23:09:49
OI-000238,ORD-000095,SKU-0006,1,260.07,2026-06-27 03:36:54
OI-000239,ORD-000095,SKU-0004,3,251.63,2026-06-27 03:36:54
OI-000240,ORD-000095,SKU-0010,1,200.25,2026-06-27 03:36:54
OI-000241,ORD-000096,SKU-0027,1,89.07,2025-07-11 14:58:45
OI-000242,ORD-000096,SKU-0018,2,77.63,2025-07-11 14:58:45
OI-000243,ORD-000096,SKU-0014,2,276.22,2025-07-11 14:58:45
OI-000244,ORD-000096,SKU-0033,1,216.7,2025-07-11 14:58:45
OI-000245,ORD-000097,SKU-0026,1,264.85,2026-08-12 07:13:50
OI-000246,ORD-000097,SKU-0004,1,251.63,2026-08-12 07:13:50
OI-000247,ORD-000098,SKU-0001,2,87.17,2025-12-21 05:17:35
OI-000248,ORD-000099,SKU-0033,1,216.7,2026-06-12 01:17:12
OI-000249,ORD-000099,SKU-0023,2,7.75,2026-06-12 01:17:12
OI-000250,ORD-000100,SKU-0021,3,75.41,2025-12-12 10:21:48
OI-000251,ORD-000101,SKU-0026,1,264.85,2026-05-19 20:34:30
OI-000252,ORD-000102,SKU-0006,1,260.07,2026-05-29 18:57:12
OI-000253,ORD-000102,SKU-0028,2,212.54,2026-05-29 18:57:12
OI-000254,ORD-000102,SKU-0007,3,116.8,2026-05-29 18:57:12
OI-000255,ORD-000103,SKU-0015,1,288.43,2026-08-15 08:49:53
OI-000256,ORD-000103,SKU-0022,3,139.88,2026-08-15 08:49:53
OI-000257,ORD-000103,SKU-0011,3,92.53,2026-08-15 08:49:53
OI-000258,ORD-000104,SKU-0010,1,200.25,2026-04-16 08:19:28
OI-000259,ORD-000104,SKU-0016,2,25.21,2026-04-16 08:19:28
OI-000260,ORD-000104,SKU-0007,1,116.8,2026-04-16 08:19:28
OI-000261,ORD-000105,SKU-0032,3,50.86,2026-06-30 18:09:56
OI-000262,ORD-000105,SKU-0030,3,279.87,2026-06-30 18:09:56
OI-000263,ORD-000106,SKU-0010,2,200.25,2026-05-25 01:33:49
OI-000264,ORD-000106,SKU-0029,2,7.31,2026-05-25 01:33:49
OI-000265,ORD-000106,SKU-0005,3,54.06,2026-05-25 01:33:49
OI-000266,ORD-000107,SKU-0020,2,98.33,2026-02-08 11:53:40
OI-000267,ORD-000108,SKU-0033,2,216.7,2025-04-10 19:43:26
OI-000268,ORD-000109,SKU-0021,3,75.41,2026-05-11 07:37:17
OI-000269,ORD-000109,SKU-0031,1,83.02,2026-05-11 07:37:17
OI-000270,ORD-000110,SKU-0033,3,216.7,2026-06-04 18:04:00
OI-000271,ORD-000111,SKU-0024,2,298.85,2026-03-13 09:11:54
OI-000272,ORD-000111,SKU-0019,2,128.67,2026-03-13 09:11:54
OI-000273,ORD-000112,SKU-0005,3,54.06,2025-09-26 09:40:03
OI-000274,ORD-000112,SKU-0022,3,139.88,2025-09-26 09:40:03
OI-000275,ORD-000112,SKU-0007,2,116.8,2025-09-26 09:40:03
OI-000276,ORD-000113,SKU-0022,3,139.88,2026-06-07 01:24:36
OI-000277,ORD-000113,SKU-0006,3,260.07,2026-06-07 01:24:36
OI-000278,ORD-000114,SKU-0009,3,129.79,2026-02-08 00:21:54
OI-000279,ORD-000114,SKU-0006,2,260.07,2026-02-08 00:21:54
OI-000280,ORD-000114,SKU-0020,1,98.33,2026-02-08 00:21:54
OI-000281,ORD-000114,SKU-0025,3,154.24,2026-02-08 00:21:54
OI-000282,ORD-000115,SKU-0002,1,135.72,2026-07-28 08:53:15
OI-000283,ORD-000115,SKU-0024,1,298.85,2026-07-28 08:53:15
OI-000284,ORD-000115,SKU-0020,2,98.33,2026-07-28 08:53:15
OI-000285,ORD-000116,SKU-0019,1,128.67,2026-01-19 06:47:38
OI-000286,ORD-000117,SKU-0009,1,129.79,2026-08-04 19:09:31
OI-000287,ORD-000117,SKU-0025,1,154.24,2026-08-04 19:09:31
OI-000288,ORD-000117,SKU-0010,3,200.25,2026-08-04 19:09:31
OI-000289,ORD-000118,SKU-0016,-2,25.21,2026-05-06 20:03:12
OI-000290,ORD-000118,SKU-0029,2,7.31,2026-05-06 20:03:12
OI-000291,ORD-000118,SKU-0019,1,128.67,2026-05-06 20:03:12
OI-000292,ORD-000119,SKU-0024,2,-5.0,2025-11-05 14:41:53
OI-000293,ORD-000119,SKU-0029,2,7.31,2025-11-05 14:41:53
OI-000294,ORD-000120,SKU-0009,1,129.79,2025-10-30 04:39:54
OI-000295,ORD-000120,SKU-0017,3,124.11,2025-10-30 04:39:54
OI-000296,ORD-000121,SKU-0019,1,128.67,2026-06-20 07:50:37
OI-000297,ORD-000122,SKU-0006,1,260.07,2026-05-04 01:58:43
OI-000298,ORD-000122,SKU-0015,2,288.43,2026-05-04 01:58:43
OI-000299,ORD-000122,SKU-0029,1,7.31,2026-05-04 01:58:43
OI-000300,ORD-000122,SKU-0023,2,7.75,2026-05-04 01:58:43
OI-000301,ORD-000123,SKU-0002,1,135.72,2026-07-19 16:47:42
OI-000302,ORD-000123,SKU-0021,3,75.41,2026-07-19 16:47:42
OI-000303,ORD-000124,SKU-0009,1,129.79,2025-11-23 22:57:39
OI-000304,ORD-000124,SKU-0031,1,83.02,2025-11-23 22:57:39
OI-000305,ORD-000124,SKU-0029,2,7.31,2025-11-23 22:57:39
OI-000306,ORD-000124,SKU-0001,1,87.17,2025-11-23 22:57:39
OI-000307,ORD-000125,SKU-0008,1,278.32,2025-11-01 21:02:39
OI-000308,ORD-000125,SKU-0019,1,128.67,2025-11-01 21:02:39
OI-000309,ORD-000125,SKU-0016,1,25.21,2025-11-01 21:02:39
OI-000310,ORD-000125,SKU-0020,2,98.33,2025-11-01 21:02:39
OI-000311,ORD-000126,SKU-0002,2,135.72,2026-06-13 17:50:01
OI-000312,ORD-000126,SKU-0033,2,216.7,2026-06-13 17:50:01
OI-000313,ORD-000126,SKU-0016,1,25.21,2026-06-13 17:50:01
OI-000314,ORD-000126,SKU-0010,3,200.25,2026-06-13 17:50:01
OI-000315,ORD-000127,SKU-0024,1,298.85,2026-02-10 00:28:29
OI-000316,ORD-000128,SKU-0025,2,154.24,2026-07-05 16:11:48
OI-000317,ORD-000129,SKU-0023,1,7.75,2026-08-06 02:01:07
OI-000318,ORD-000130,SKU-0009,3,129.79,2026-02-10 05:42:36
OI-000319,ORD-000130,SKU-0003,2,33.88,2026-02-10 05:42:36
OI-000320,ORD-000130,SKU-0023,3,7.75,2026-02-10 05:42:36
OI-000321,ORD-000131,SKU-0009,3,129.79,2026-08-14 00:39:04
OI-000322,ORD-000131,SKU-0005,2,54.06,2026-08-14 00:39:04
OI-000323,ORD-000132,SKU-0003,2,33.88,2026-05-31 15:07:10
OI-000324,ORD-000132,SKU-0021,3,75.41,2026-05-31 15:07:10
OI-000325,ORD-000133,SKU-0019,1,128.67,2026-08-15 19:56:21
OI-000326,ORD-000133,SKU-0023,3,7.75,2026-08-15 19:56:21
OI-000327,ORD-000134,SKU-0029,2,7.31,2025-09-13 15:53:08
OI-000328,ORD-000134,SKU-0025,3,154.24,2025-09-13 15:53:08
OI-000329,ORD-000134,SKU-0022,2,139.88,2025-09-13 15:53:08
OI-000330,ORD-000134,SKU-0012,2,222.04,2025-09-13 15:53:08
OI-000331,ORD-000135,SKU-0028,3,212.54,2026-05-28 05:11:26
OI-000332,ORD-000136,SKU-0019,3,128.67,2026-03-24 02:45:29
OI-000333,ORD-000136,SKU-0020,3,98.33,2026-03-24 02:45:29
OI-000334,ORD-000136,SKU-0029,2,7.31,2026-03-24 02:45:29
OI-000335,ORD-000137,SKU-0028,1,212.54,2026-07-05 10:33:11
OI-000336,ORD-000137,SKU-0018,3,77.63,2026-07-05 10:33:11
OI-000337,ORD-000137,SKU-0004,3,251.63,2026-07-05 10:33:11
OI-000338,ORD-000138,SKU-0010,-1,200.25,2026-08-11 11:14:42
OI-000339,ORD-000139,SKU-0024,3,298.85,2026-04-14 14:19:22
OI-000340,ORD-000139,SKU-0025,1,154.24,2026-04-14 14:19:22
OI-000341,ORD-000139,SKU-0003,3,33.88,2026-04-14 14:19:22
OI-000342,ORD-000140,SKU-0024,2,298.85,2025-12-25 17:57:13
OI-000343,ORD-000140,SKU-0026,3,264.85,2025-12-25 17:57:13
OI-000344,ORD-000141,SKU-0032,3,50.86,2026-07-12 05:41:50
OI-000345,ORD-000141,SKU-0025,1,154.24,2026-07-12 05:41:50
OI-000346,ORD-000142,SKU-0032,1,50.86,2026-08-12 11:51:57
OI-000347,ORD-000142,SKU-0013,1,21.86,2026-08-12 11:51:57
OI-000348,ORD-000142,SKU-0008,2,278.32,2026-08-12 11:51:57
OI-000349,ORD-000143,SKU-0023,2,7.75,2026-07-22 07:19:39
OI-000350,ORD-000143,SKU-0005,1,54.06,2026-07-22 07:19:39
OI-000351,ORD-000143,SKU-0019,3,128.67,2026-07-22 07:19:39
OI-000352,ORD-000144,SKU-0008,1,278.32,2026-08-11 18:08:47
OI-000353,ORD-000144,SKU-0013,1,21.86,2026-08-11 18:08:47
OI-000354,ORD-000145,SKU-0009,2,129.79,2026-07-16 13:01:14
OI-000355,ORD-000145,SKU-0006,3,260.07,2026-07-16 13:01:14
OI-000356,ORD-000145,SKU-0005,3,54.06,2026-07-16 13:01:14
OI-000357,ORD-000145,SKU-0020,2,98.33,2026-07-16 13:01:14
